Key,CITY,COUNTY,STATE,ZIP,MS1,MS2,MS3,MS4,MS5,MS6,MS7,MS8,MS9,MS10
Key602,IRVINE,ORANGE,CA,92603,96.6,258.2,385.85,160.83,164.52,354,356,591,594,630
Key604,LUDLOW,SAN BERNARDINO,CA,92338,96.6,258.2,385.85,160.83,164.52,341,372,488,593,563
Key608,LUCERNE VALLEY,SAN BERNARDINO,CA,92356,96.6,258.2,60,160.83,164.52,409,417,574,654,609
Key614,PALA,SAN DIEGO,CA,92059,96.6,563,738,160.83,164.52,1046,1049,1112,1116,1142
Key621,ROSEVILLE,PLACER,CA,95747,96.6,343,473,160.83,203,585,586,663,749,685
Key622,MILPITAS,SANTA CLARA,CA,95035,96.6,258.2,385.85,160.83,164.52,319,328,458,544,476
Key626,DISCOVERY BAY,CONTRA COSTA,CA,94505,96.6,258.2,227,160.83,164.52,565,573,650,689,689
Key634,SALINAS,MONTEREY,CA,93905,96.6,258.2,156,160.83,164.52,367,367,515,717,573
Key646,MANTECA,SAN JOAQUIN,CA,95336,96.6,335,444,160.83,188,606,616,780,916,1001
Key647,WINTON,MERCED,CA,95388,339,473,473,370,378,756,766,815,999,908
Key654,WARNER SPRINGS,SAN DIEGO,CA,92086,31,122,128,168,49,297,363,451,454,456
Key657,MURRIETA,RIVERSIDE,CA,92562,34,34,34,34,34,34,119,246,339,257
Key705,SAN FRANCISCO,SAN FRANCISCO,CA,94115,96.6,515,817,94,94,901,1263,1334,1390,1363
Key738,LIVERMORE,ALAMEDA,CA,94550,96.6,118,585,160.83,77,741,743,826,1031,853
Key739,CERES,STANISLAUS,CA,95307,165,497,497,372,402,652,652,707,865,809
Key740,SACRAMENTO,SACRAMENTO,CA,95833,198,458,515,263,345,645,645,732,828,750
Key745,PENRYN,PLACER,CA,95663,96.6,521,556,160.83,164.52,667,686,738,800,812
Key750,HAYWARD,ALAMEDA,CA,94542,130,438,546,289,297,742,749,833,962,864
Key751,NOVATO,MARIN,CA,94945,96.6,258.2,351,160.83,164.52,485,485,571,646,581
Key753,BERKELEY,ALAMEDA,CA,94703,96.6,301,467,173,173,592,598,684,697,697
Key754,CARMEL,MONTEREY,CA,93923,96.6,258.2,385.85,160.83,164.52,539,539,651,966,662
Key755,PORTERVILLE,TULARE,CA,93257,376,499,526,422,422,817,838,940,1034,1006
Key756,TURLOCK,STANISLAUS,CA,95382,96.6,258.2,385.85,160.83,164.52,244,248,331,549,395
Key757,OAKDALE,STANISLAUS,CA,95361,96.6,68,166,160.83,164.52,673,680,901,995,916
Key758,OAKLAND,ALAMEDA,CA,94612,96.6,258.2,385.85,160.83,164.52,394,395,519,575,535
Key759,SAN FRANCISCO,SAN FRANCISCO,CA,94103,144,352,574,273,189,634,640,707,802,732
Key762,TULARE,TULARE,CA,93274,221,337,395,261,261,595,596,665,821,722
Key763,NAPA,NAPA,CA,94559,96.6,474,634,347,406,826,827,1061,1096,1079
Key764,OAKLAND,ALAMEDA,CA,94612,96.6,149,346,160.83,164.52,514,519,664,965,742
Key766,FULLERTON,ORANGE,CA,92831,96.6,258.2,385.85,160.83,164.52,301,354,519,547,519
Key767,CARSON,LOS ANGELES,CA,90745,96.6,258.2,113,160.83,164.52,396,430,669,723,696
Key768,IRVINE,ORANGE,CA,92618,96.6,258.2,385.85,160.83,164.52,746,751,885,931,911
Key769,LOS ANGELES,LOS ANGELES,CA,90047,96.6,258.2,214,160.83,164.52,429,533,591,611,639
Key770,SAN FRANCISCO,SAN FRANCISCO,CA,94117,96.6,439,900,342,344,992,988,1075,1189,1093
Key771,SAN MARTIN,SANTA CLARA,CA,95046,96.6,136,294,160.83,164.52,416,416,503,626,510
Key772,SAN FRANCISCO,SAN FRANCISCO,CA,94103,96.6,258.2,172,160.83,164.52,798,808,906,1026,991
Key773,BERKELEY,ALAMEDA,CA,94703,96.6,399,565,160.83,315,690,700,766,873,795
Key774,SAN CARLOS,SAN MATEO,CA,94070,96.6,258.2,385.85,160.83,164.52,314,238,346,346,336
Key775,MODESTO,STANISLAUS,CA,95351,96.6,258.2,385.85,160.83,164.52,268,271,421,646,470
Key777,OROSI,TULARE,CA,93647,221,354,499,262,262,633,658,736,809,750
Key778,SALINAS,MONTEREY,CA,93906,96.6,514,633,160.83,162,658,678,744,1015,884
Key779,FRESNO,FRESNO,CA,93711,96.6,258.2,385.85,160.83,164.52,448,448,671,938,713
Key780,ALBANY,ALAMEDA,CA,94706,96.6,210,356,193,206,481,493,574,840,657
Key781,NICASIO,MARIN,CA,94946,96.6,258.2,385.85,160.83,164.52,229,231,364,476,385
Key783,SAUSALITO,MARIN,CA,94965,96.6,258.2,151,160.83,164.52,812,813,872,1007,911
Key784,LOS ANGELES,LOS ANGELES,CA,90042,96.6,258.2,385.85,160.83,164.52,315,463,577,669,578
Key785,LOS ANGELES,LOS ANGELES,CA,90046,96.6,296,535,160.83,164.52,724,774,870,878,891
Key786,LOS ANGELES,LOS ANGELES,CA,90029,96.6,218,249,160.83,164.52,577,581,746,836,800
Key787,BURBANK,LOS ANGELES,CA,91505,96.6,258.2,385.85,160.83,164.52,847,851,956,975,989
Key788,BURBANK,LOS ANGELES,CA,91504,96.6,258.2,385.85,160.83,164.52,458,458,549,570,577
Key790,TULARE,TULARE,CA,93274,221,354,743,262,262,634,667,735,1079,766
Key791,SALINAS,MONTEREY,CA,93908,96.6,258.2,339,160.83,164.52,560,427,623,697,685
Key792,BERKELEY,ALAMEDA,CA,94707,96.6,203,446,160.83,188,584,602,658,697,679
Key793,FRESNO,FRESNO,CA,93710,96.6,258.2,162,160.83,162,575,598,706,793,756
Key794,SACRAMENTO,SACRAMENTO,CA,95834,96.6,258.2,385.85,160.83,164.52,176,176,379,569,395
Key795,PORTERVILLE,TULARE,CA,93257,96.6,258.2,112,160.83,164.52,517,546,625,713,698
Key796,RICHMOND,CONTRA COSTA,CA,94801,96.6,258.2,385.85,160.83,164.52,442,486,584,632,665
Key797,SAN JOSE,SANTA CLARA,CA,95126,96.6,239,363,160.83,178,477,500,597,822,654
Key798,FRESNO,FRESNO,CA,93725,96.6,195,198,178,178,542,548,619,703,645
Key799,OAKLAND,ALAMEDA,CA,94605,96.6,258.2,385.85,160.83,164.52,191,192,293,549,377
Key800,SAN FRANCISCO,SAN FRANCISCO,CA,94102,96.6,258.2,352,160.83,164.52,526,513,621,721,642
Key802,CASTRO VALLEY,ALAMEDA,CA,94546,96.6,258.2,252,160.83,164.52,519,624,945,965,975
Key803,STOCKTON,SAN JOAQUIN,CA,95205,221,494,501,333,345,688,676,750,879,779
Key804,VISALIA,TULARE,CA,93277,214,319,554,246,256,632,645,735,877,774
Key805,CORCORAN,KINGS,CA,93212,221,339,429,261,261,595,627,686,920,969
Key807,SAN FRANCISCO,SAN FRANCISCO,CA,94158,96.6,24,125,160.83,164.52,580,585,651,749,690
Key808,SAN JOSE,SANTA CLARA,CA,95125,96.6,392,633,160.83,164.52,712,728,782,984,874
Key809,CUPERTINO,SANTA CLARA,CA,95014,96.6,258.2,15,160.83,164.52,581,582,662,840,739
Key810,CUPERTINO,SANTA CLARA,CA,95014,96.6,258.2,385.85,160.83,164.52,385,255,374,641,483
Key811,FOSTER CITY,SAN MATEO,CA,94404,96.6,258.2,385.85,160.83,164.52,458,496,576,755,632
Key812,MONTEREY,MONTEREY,CA,93940,96.6,613,819,160.83,501,1243,1273,1369,1376,1383
Key815,LOS BANOS,MERCED,CA,93635,96.6,77,222,160.83,164.52,480,535,595,689,726
Key816,FRESNO,FRESNO,CA,93706,96.6,258.2,385.85,160.83,164.52,664,694,817,903,852
Key820,SAN PEDRO,LOS ANGELES,CA,90732,96.6,258.2,385.85,160.83,164.52,461,506,691,703,702
Key834,TRACY,SAN JOAQUIN,CA,95391,10,301,364,40,68,462,468,550,609,640
Key844,FRESNO,FRESNO,CA,93740,96.6,192,192,160.83,164.52,576,583,678,828,733
Key847,SAN LEANDRO,ALAMEDA,CA,94578,96.6,258.2,385.85,160.83,164.52,395,405,456,556,519
Key855,VISALIA,TULARE,CA,93291,96.6,258.2,385.85,160.83,164.52,303,348,549,698,579
Key856,SAN FRANCISCO,SAN FRANCISCO,CA,94108,96.6,27,206,160.83,164.52,321,352,447,535,479
Key918,LA MESA,SAN DIEGO,CA,91942,96.6,541,618,160.83,164.52,937,888,962,969,996
Key919,ALPINE,SAN DIEGO,CA,91901,96.6,477,678,160.83,426,1023,1056,1130,1130,1178
Key920,LA MESA,SAN DIEGO,CA,91941,96.6,660,442,160.83,164.52,938,1091,1161,1161,1189
Key967,COLFAX,PLACER,CA,95713,42,279,368,145,167,417,459,495,663,589
Key968,TULARE,TULARE,CA,93274,28,63,105,32,32,217,217,335,453,383
Key974,OAKLAND,ALAMEDA,CA,94612,96.6,258.2,385.85,160.83,164.52,404,420,532,600,544
Key1005,EL CAJON,SAN DIEGO,CA,92021,138,190,282,138,135,493,525,623,663,681
Key1006,SANTEE,SAN DIEGO,CA,92071,138,219,408,138,135,546,602,713,730,741
Key1040,VACAVILLE,SOLANO,CA,95687,96.6,258.2,385.85,160.83,164.52,122,127,226,458,367
Key1041,LEMOORE,KINGS,CA,93245,96.6,301,364,160.83,203,509,557,675,756,697
Key1046,FONTANA,SAN BERNARDINO,CA,92335,96.6,425,799,160.83,164.52,824,835,1002,1058,1014
Key1047,OJAI,VENTURA,CA,93023,96.6,434,586,160.83,164.52,792,793,860,883,1036
Key1048,FILLMORE,VENTURA,CA,93015,96.6,258.2,323,160.83,164.52,551,562,679,695,727
Key1049,OXNARD,VENTURA,CA,93033,96.6,258.2,338,160.83,164.52,548,649,723,723,765
Key1050,RANCHO CUCAMONGA,SAN BERNARDINO,CA,91730,231,392,489,216,302,723,772,905,951,938
Key1051,HEMET,RIVERSIDE,CA,92545,96.6,391,476,160.83,267,645,649,719,775,754
Key1052,CORONA,RIVERSIDE,CA,92879,96.6,258.2,275,160.83,164.52,537,544,646,695,666
Key1053,ONTARIO,SAN BERNARDINO,CA,91761,298,463,673,357,359,716,737,961,1006,1261
Key1054,HEMET,RIVERSIDE,CA,92544,96.6,258.2,200,160.83,164.52,501,518,637,721,667
Key1055,SANTA BARBARA,SANTA BARBARA,CA,93101,96.6,427,457,160.83,164.52,568,605,659,664,672
Key1056,BAKERSFIELD,KERN,CA,93308,236,427,453,219,325,817,825,952,980,999
Key1057,BAKERSFIELD,KERN,CA,93305,444,280,385.85,219,354,514,563,727,794,739
Key1058,VENTURA,VENTURA,CA,93001,240,258.2,385.85,223,223,568,730,813,856,913
Key1059,RIVERSIDE,RIVERSIDE,CA,92501,258,409,559,258,258,732,823,984,1079,996
Key1061,RANCHO MIRAGE,RIVERSIDE,CA,92270,96.6,746,756,160.83,760,979,1030,1181,1201,1195
Key1070,MILPITAS,SANTA CLARA,CA,95035,96.6,258.2,385.85,160.83,164.52,309,317,734,620,480
Key1071,FREMONT,ALAMEDA,CA,94538,96.6,258.2,385.85,160.83,164.52,458,490,606,753,658
Key1099,CORTE MADERA,MARIN,CA,94925,96.6,18,108,160.83,164.52,412,417,555,601,629
Key1133,SAN FRANCISCO,SAN FRANCISCO,CA,94109,254,258.2,169,160.83,164.52,647,635,725,810,760
Key1146,WOODLAND,YOLO,CA,95695,96.6,258.2,385.85,160.83,164.52,411,420,486,594,504
Key1154,SAN DIEGO,SAN DIEGO,CA,92116,96.6,454,652,616,28,857,909,997,1071,1060
Key1155,POWAY,SAN DIEGO,CA,92064,96.6,534,721,160.83,426,826,826,973,1009,1028
Key1157,SAN DIEGO,SAN DIEGO,CA,92114,96.6,464,847,160.83,426,960,973,1024,1332,1064
Key1159,BONITA,SAN DIEGO,CA,91902,96.6,577,598,160.83,164.52,820,881,1025,1409,1064
Key1162,OCEANSIDE,SAN DIEGO,CA,92054,96.6,346,539,160.83,164.52,701,703,839,849,855
Key1169,SAN DIEGO,SAN DIEGO,CA,92101,96.6,258.2,213,160.83,164.52,324,805,868,876,885
Key1170,SAN DIEGO,SAN DIEGO,CA,92101,96.6,232,451,160.83,164.52,960,961,1154,1315,1161
Key1184,SAN DIEGO,SAN DIEGO,CA,92109,96.6,630,84,163,164.52,666,722,807,825,818
Key1204,LA JOLLA,SAN DIEGO,CA,92037,96.6,567,776,160.83,164.52,1190,1211,1382,1465,1395
Key1218,CHULA VISTA,SAN DIEGO,CA,91913,96.6,258.2,193,282,164.52,338,424,461,473,515
Key1225,ALAMEDA,ALAMEDA,CA,94502,96.6,304,346,160.83,255,756,766,940,1005,1018
Key1227,ORINDA,CONTRA COSTA,CA,94563,96.6,258.2,385.85,160.83,164.52,353,360,598,759,611
Key1230,SUNNYVALE,SANTA CLARA,CA,94089,96.6,258.2,385.85,160.83,164.52,987,993,1103,1439,1202
Key1231,PALO ALTO,SANTA CLARA,CA,94304,96.6,882,994,160.83,164.52,1035,1041,1117,1406,1194
Key1232,FAIRFIELD,SOLANO,CA,94533,96.6,258.2,385.85,160.83,164.52,861,876,1104,1261,1191
Key1236,SAN DIEGO,SAN DIEGO,CA,92127,96.6,527,577,160.83,164.52,843,804,876,885,897
Key1237,BOULEVARD,SAN DIEGO,CA,91905,96.6,581,871,945,1211,1151,1211,1273,1312,1277
Key1238,EL CAJON,SAN DIEGO,CA,92021,96.6,506,528,160.83,164.52,703,703,902,912,924
Key1240,VALLEY CENTER,SAN DIEGO,CA,92082,96.6,556,731,160.83,164.52,955,958,1074,1067,1114
Key1241,EL CAJON,SAN DIEGO,CA,92020,96.6,583,583,160.83,164.52,848,848,895,904,982
Key1246,DULZURA,SAN DIEGO,CA,91917,96.6,519,675,160.83,426,818,834,941,1009,1009
Key1247,SAN MARCOS,SAN DIEGO,CA,92069,96.6,258.2,443,160.83,164.52,948,952,1030,1030,1060
Key1248,EL CAJON,SAN DIEGO,CA,92020,96.6,547,654,160.83,164.52,813,703,855,855,882
Key1249,CARLSBAD,SAN DIEGO,CA,92008,96.6,607,873,160.83,424,1038,1055,1147,1253,1154
Key1250,SAN DIEGO,SAN DIEGO,CA,92116,96.6,267,736,37,37,883,884,1007,1071,1059
Key1260,JAMUL,SAN DIEGO,CA,91935,96.6,258.2,1092,160,164.52,1257,1257,1314,1314,1342
Key1261,SAN DIEGO,SAN DIEGO,CA,92104,96.6,258.2,386,160.83,164.52,701,762,875,876,909
Key1272,MADERA,MADERA,CA,93638,96.6,258.2,385.85,160.83,164.52,280,283,371,572,452
Key1273,LIVINGSTON,MERCED,CA,95334,96.6,258.2,385.85,160.83,164.52,146,139,259,572,431
Key1274,DEL REY OAKS,MONTEREY,CA,93940,96.6,258.2,385.85,160.83,164.52,539,495,615,726,672
Key1299,BAKERSFIELD,KERN,CA,93308,235,354,526,176,176,735,767,840,856,892
Key1343,CLOVIS,FRESNO,CA,93612,221,450,616,261,261,652,674,813,870,858
Key1369,TULARE,TULARE,CA,93274,221,326,564,262,262,624,626,703,808,750
Key1370,ELK GROVE,SACRAMENTO,CA,95624,198,513,626,252,309,704,739,840,913,931
Key1397,SAN FRANCISCO,SAN FRANCISCO,CA,94107,96.6,462,370,160.83,164.52,503,482,623,708,654
Key1399,KERMAN,FRESNO,CA,93630,96.6,183,560,160.83,164.52,611,623,692,780,777
Key1400,MODESTO,STANISLAUS,CA,95351,96.6,258.2,385.85,160.83,164.52,388,394,471,556,519
Key1401,NAPA,NAPA,CA,94558,96.6,258.2,385.85,160.83,164.52,548,555,736,787,765
Key1402,MERCED,MERCED,CA,95348,96.6,388,469,160.83,164.52,559,568,625,694,672
Key1403,PORTERVILLE,TULARE,CA,93257,96.6,222,222,160.83,164.52,517,572,644,775,709
Key1404,OAKLAND,ALAMEDA,CA,94607,96.6,538,576,160.83,164.52,591,594,660,849,672
Key1409,PETALUMA,SONOMA,CA,94954,359,700,769,425,516,943,950,1017,1155,1065
Key1411,RICHMOND,CONTRA COSTA,CA,94806,96.6,390,570,160.83,164.52,780,787,866,882,885
Key1412,RICHMOND,CONTRA COSTA,CA,94803,96.6,438,489,160.83,299,704,704,803,924,850
Key1413,BERKELEY,ALAMEDA,CA,94709,96.6,399,565,160.83,237,699,700,782,795,801
Key1416,LINCOLN,PLACER,CA,95648,96.6,147,202,160.83,164.52,544,544,636,767,678
Key1417,AROMAS,MONTEREY,CA,95004,553,631,723,425,463,912,937,1043,1176,1125
Key1419,SEASIDE,MONTEREY,CA,93955,96.6,406,637,160.83,164.52,654,658,752,849,764
Key1420,SAN JOSE,SANTA CLARA,CA,95112,96.6,250,250,250,250,591,601,703,826,754
Key1421,CONCORD,CONTRA COSTA,CA,94521,96.6,361,487,160.83,188,692,699,752,847,782
Key1422,PACIFIC GROVE,MONTEREY,CA,93950,96.6,398,570,208,208,595,598,671,791,727
Key1424,COLFAX,PLACER,CA,95713,96.6,354,354,160.83,164.52,462,476,566,634,609
Key1425,SANTA ROSA,SONOMA,CA,95409,96.6,86,135,160.83,164.52,620,634,721,756,751
Key1426,THE SEA RANCH,SONOMA,CA,95497,96.6,258.2,199,160.83,164.52,685,626,966,1025,970
Key1427,SANTA ROSA,SONOMA,CA,95404,96.6,258.2,385.85,24,24,389,399,593,636,633
Key1428,REDWOOD CITY,SAN MATEO,CA,94062,96.6,258.2,385.85,160.83,164.52,566,572,675,812,692
Key1429,NOVATO,MARIN,CA,94945,96.6,258.2,55,160.83,164.52,887,918,1065,1104,1090
Key1433,PACIFIC PALISADES,LOS ANGELES,CA,90272,96.6,328,689,160.83,164.52,812,861,1071,1102,1145
Key1439,HAWTHORNE,LOS ANGELES,CA,90250,96.6,465,578,382,388,662,693,825,838,893
Key1452,SAN FRANCISCO,SAN FRANCISCO,CA,94109,381,186,556,160.83,164.52,824,812,840,878,847
Key1453,SAN FRANCISCO,SAN FRANCISCO,CA,94102,307,456,666,360,360,813,806,913,1025,948
Key1459,SAN FRANCISCO,SAN FRANCISCO,CA,94115,204,258.2,232,160.83,164.52,402,338,479,543,523
Key1462,SAN FRANCISCO,SAN FRANCISCO,CA,94133,143,258.2,385.85,160.83,164.52,308,353,537,614,581
Key1463,SAN FRANCISCO,SAN FRANCISCO,CA,94123,307,258.2,204,160.83,164.52,784,777,867,913,867
Key1464,SAN FRANCISCO,SAN FRANCISCO,CA,94123,307,169,682,353,216,828,813,889,1015,898
Key1465,SAN FRANCISCO,SAN FRANCISCO,CA,94105,201,359,490,247,132,617,617,835,938,849
Key1493,ALAMEDA,ALAMEDA,CA,94501,96.6,190,438,50,190,867,879,1043,1189,1092
Key1609,BAKERSFIELD,KERN,CA,93313,57,245,305,145,147,384,433,523,543,559
Key1617,POTRERO,SAN DIEGO,CA,91963,96.6,258.2,931,160.83,164.52,931,1011,1086,1554,1135
Key1618,SAN DIEGO,SAN DIEGO,CA,92121,96.6,730,752,160.83,716,902,902,1002,1039,1042
Key1679,HESPERIA,SAN BERNARDINO,CA,92345,141,370,665,232,253,971,980,1114,1230,1402
Key1680,SANTA CLARITA,LOS ANGELES,CA,91350,96.6,258.2,385.85,160.83,164.52,336,385,466,473,488
Key1681,LA CANADA,LOS ANGELES,CA,91011,28,180,244,90,105,491,550,873,809,956
Key1682,RIVERSIDE,RIVERSIDE,CA,92505,28,196,245,104,141,389,393,444,764,460
Key1685,NEWPORT BEACH,ORANGE,CA,92663,51,188,405,66,56,460,481,705,724,718
Key1716,SALINAS,MONTEREY,CA,93901,115,194,257,194,188,298,296,408,486,453
Key1776,ATHERTON,SAN MATEO,CA,94027,221,264,349,79,191,404,404,532,591,550
Key1777,SAN FRANCISCO,SAN FRANCISCO,CA,94116,412,366,910,160.83,274,1045,1050,1092,1135,1140
Key1778,REDDING,SHASTA,CA,96001,268,258.2,1,160.83,164.52,345,361,490,533,494
Key1779,FAIRFIELD,SOLANO,CA,94533,481,210,308,413,233,777,801,971,1036,1027
Key1780,SUNNYVALE,SANTA CLARA,CA,94089,237,4,42,160.83,164.52,130,172,521,515,292
Key1781,MOUNTAIN VIEW,SANTA CLARA,CA,94043,92,345,366,120,133,451,496,601,668,686
Key1782,SAN FRANCISCO,SAN FRANCISCO,CA,94131,597,379,681,379,300,849,849,911,1015,946
Key1889,LA HONDA,SAN MATEO,CA,94020,45,32,32,32,32,115,115,195,439,235
Key1890,WOODSIDE,SAN MATEO,CA,94062,45,56,96,32,32,158,158,210,439,249
Key1927,SANTA CLARA,SANTA CLARA,CA,95054,38,269,287,130,130,403,442,511,610,562
Key1928,OAKLAND,ALAMEDA,CA,94612,31,488,623,116,274,690,711,795,814.81,812
Key1937,NEEDLES,SAN BERNARDINO,CA,92363,96.6,156,312,160.83,164.52,660,689,1011,1098,1654
Key2037,SAN FRANCISCO,SAN FRANCISCO,CA,94111,96.6,723,744,862,863,1112,1112,1169,1212,1172
Key2077,ALAMEDA,ALAMEDA,CA,94501,7,64,225,13,13,296,304,388,433,414
Key2091,ALAMEDA,ALAMEDA,CA,94501,7,63,225,13,27,283,296,379,413,413
Key2112,CLEARLAKE,LAKE,CA,95422,97,160,461,108,117,801,839,946,976,986
Key2127,LIVERMORE,ALAMEDA,CA,94551,7,36,237,27,27,640,296,331,750,336
Key2181,SAN MARCOS,SAN DIEGO,CA,92078,1,6,167,373,1,226,224,373,270,237
Key2186,HILLSBOROUGH,SAN MATEO,CA,94010,65,435,573,103,124,643,657,695,734,749
Key2187,MARTINEZ,CONTRA COSTA,CA,94553,298,524,605,345,356,1045,1092,1179,1238,1250
Key2243,SAN DIEGO,SAN DIEGO,CA,92106,96.6,258.2,289,719,164.52,912,981,1078,1090,1087
Key2244,SAN DIEGO,SAN DIEGO,CA,92122,367,68,126,96,367,461,514,579,588,599
Key2245,VALLEY CENTER,SAN DIEGO,CA,92082,96.6,258.2,301,752,164.52,700,700,808,906,910
Key2250,SAN DIEGO,SAN DIEGO,CA,92101,367,117,278,24,367,404,420,488,558,496
Key2251,OCEANSIDE,SAN DIEGO,CA,92056,96.6,281,401,719,462,785,785,954,972,986
Key2255,FALLBROOK,SAN DIEGO,CA,92028,96.6,518,777,752,164.52,809,864,987,1005,1018
Key2256,SAN DIEGO,SAN DIEGO,CA,92101,96.6,258.2,385.85,752,164.52,614,637,805,808,927
Key2257,VISTA,SAN DIEGO,CA,92084,96.6,258.2,183,719,164.52,519,519,887,910,917
Key2280,BAKERSFIELD,KERN,CA,93301,33,133,162,64,78,348,397,561,698,573
Key2281,BAKERSFIELD,KERN,CA,93309,33,162,246,64,65,313,369,484,538,519
Key2282,DELANO,KERN,CA,93215,33,258.2,385.85,60,60,225,287,413,454,462
Key2283,MOORPARK,VENTURA,CA,93021,33,224,273,77,77,400,425,545,673,715
Key2284,LOS ANGELES,LOS ANGELES,CA,90044,33,133,307,64,64,538,732,853,979,882
Key2383,NATIONAL CITY,SAN DIEGO,CA,91950,64,109,302,208,38,349,349,449,449,456
Key2425,VISALIA,TULARE,CA,93292,52,213,248,85,113,442,485,562,688,822
Key2488,SAN DIEGO,SAN DIEGO,CA,92113,29,258.2,34,160.83,164.52,205,219,356,492,377
Key2531,RANCHO PALOS VERDES,LOS ANGELES,CA,90275,48,48,276,48,48,380,460,527,1013,627
Key2532,ONTARIO,SAN BERNARDINO,CA,91761,85,195,316,119,130,341,390,551,572,565
Key2533,SAN BERNARDINO,SAN BERNARDINO,CA,92401,27,270,407,96,221,489,539,700,721,774
Key2534,SAN BERNARDINO,SAN BERNARDINO,CA,92411,27,214,307,90,115,455,493,602,809,635
Key2535,LOS ALAMITOS,ORANGE,CA,90720,96.6,258.2,385.85,160.83,164.52,125,193,358,384,363
Key2537,SANTA CLARITA,LOS ANGELES,CA,91350,96.6,155,562,47,47,980,1069,1239,1246,1302
Key2538,CATHEDRAL CITY,RIVERSIDE,CA,92234,28,215,276,99,116,456,490,596,671,713
Key2539,TUJUNGA,LOS ANGELES,CA,91042,96.6,258.2,385.85,160.83,164.52,389,389,449,456,495
Key2540,IRVINE,ORANGE,CA,92602,27,258.2,385.85,103,103,266,320,413,452,459
Key2541,MANHATTAN BEACH,LOS ANGELES,CA,90266,96.6,248,280,160.83,164.52,503,523,600,612,683
Key2543,BALDWIN PARK,LOS ANGELES,CA,91706,114,196,434,148,149,640,668,801,853,938
Key2544,ALISO VIEJO,ORANGE,CA,92656,85,260,386,142,181,548,577,723,821,754
Key2545,MORENO VALLEY,RIVERSIDE,CA,92555,84,218,293,167,156,401,491,524,572,624
Key2546,SANTA BARBARA,SANTA BARBARA,CA,93108,64,65,65,64,64,113,113,125,166,163
Key2547,LAKE ELSINORE,RIVERSIDE,CA,92530,89,196,246,141,145,371,446,530,572,587
Key2549,SAN DIMAS,LOS ANGELES,CA,91773,96.6,258.2,385.85,160.83,164.52,140,156,289,350,290
Key2550,SAN BERNARDINO,SAN BERNARDINO,CA,92410,89,196,365,112,131,474,509,639,719,678
Key2551,RIVERSIDE,RIVERSIDE,CA,92503,89,226,473,114,145,561,579,744,824,763
Key2552,POMONA,LOS ANGELES,CA,91768,85,226,407,146,147,474,530,667,740,680
Key2553,RANCHO CUCAMONGA,SAN BERNARDINO,CA,91739,85,258,299,153,146,565,582,723,744,856
Key2554,POMONA,LOS ANGELES,CA,91766,89,226,462,148,165,589,600,716,937,831
Key2555,FONTANA,SAN BERNARDINO,CA,92335,89,258.2,385.85,113,121,552,600,792,824,803
Key2556,ANAHEIM,ORANGE,CA,92808,89,230,254,119,119,475,506,614,681,638
Key2581,WOODLAKE,TULARE,CA,93286,96.6,258.2,385.85,160.83,164.52,227,230,269,602,429
Key2593,LAFAYETTE,CONTRA COSTA,CA,94549,96.6,258.2,385.85,160.83,164.52,543,550,779,990,825
Key2745,ALISO VIEJO,ORANGE,CA,92656,46,160,276,46,46,328,423,523,550,538
Key2746,WOODLAND HILLS,LOS ANGELES,CA,91367,46,46,46,46,46,346,360,425,427,476
Key2747,CEDARPINES PARK,SAN BERNARDINO,CA,92322,116,251,251,194,199,347,392,592,633,1067
Key2748,CORONA,RIVERSIDE,CA,92882,21,126,253,56,59,370,424,559,766,581
Key2754,PLACENTIA,ORANGE,CA,92870,25,130,321,53,54,418,445,630,682,689
Key2795,SAN DIEGO,SAN DIEGO,CA,92124,68,18,106,68,35,217,218,330,350,355
Key2846,SAN FRANCISCO,SAN FRANCISCO,CA,94115,597,805,917,365,366,1015,1025,1109,1135,1140
Key2847,SAN FRANCISCO,SAN FRANCISCO,CA,94116,428,429,533,554,666,724,718,786,912,830
Key2865,ESCONDIDO,SAN DIEGO,CA,92029,29,258.2,34,160.83,164.52,243,268,369,492,401
Key2867,FONTANA,SAN BERNARDINO,CA,92335,96.6,258.2,385.85,628,164.52,180,222,610,457,456
Key2868,HUNTINGTON BEACH,ORANGE,CA,92647,96.6,258.2,385.85,374,164.52,154,289,574,1190,655
Key2869,LOS ANGELES,LOS ANGELES,CA,90048,222,186,285,333,123,365,487,554,578,635
Key2881,SYLMAR,LOS ANGELES,CA,91342,96.6,258.2,385.85,350,164.52,392,506,665,667,690
Key2891,LOS ANGELES,LOS ANGELES,CA,90046,96.6,258.2,385.85,502,164.52,635,761,804,811,849
Key2892,CORONA,RIVERSIDE,CA,92880,505,505,505,841,505,611,621,699,733,785
Key2893,SAN LUIS OBISPO,SAN LUIS OBISPO,CA,93405,733,351,353,358,715,600,645,837,848,891
Key2894,RIVERSIDE,RIVERSIDE,CA,92507,96.6,258.2,306,859,164.52,495,548,720,796,790
Key2895,LOS ANGELES,LOS ANGELES,CA,90035,96.6,258.2,385.85,624,164.52,886,894,960,1005,1037
Key2907,NORTH HILLS,LOS ANGELES,CA,91343,33,133,404,64,64,560,1107,1247,1517,1307
Key2908,LOS ANGELES,LOS ANGELES,CA,90022,23,101,304,46,47,836,853,1012,1048,1045
Key2911,UPLAND,SAN BERNARDINO,CA,91786,23,187,355,85,111,1158,1171,1319,814.81,1522
